emotion_label,mouth_width,eye_distance,eyebrow_raise,smile_intensity,frown_intensity,eye_openness,mean_GSR,GSR_peaks,GSR_slope
Surprise,34.6392742459051,44.4067041959257,0.823062061193776,0.354590222654335,0,0.869678061447184,4.99733626602783,3,0.0860613242363488
Frustrated,33.8778325071414,46.5894520570187,0,0,0.779059395751933,0.443314914312735,4.7389092715554,2,0.0126278744142102
Disgust_Angry,33.8936014612254,46.8605284224395,0,0,0.914539107677205,0.400045667119216,4.41328446236846,5,0.0293401299509155
Disgust_Angry,30.9891433657355,46.6243616322761,0,0,0.782535823245601,0.422305474681271,4.42619349879947,4,-0.100010929168349
Surprise,30.4391130685183,43.0149586223588,0.803472855875725,0.354273551463781,0,0.826693446367074,4.99368903247185,5,0.0092718992920548
Nervous,31.6225265125263,44.1485381380673,0.683105584502489,0,0.714471534562667,0.564481859887494,4.17246861499374,2,-0.138290350309033
Nervous,30.8813330248965,42.4620520517224,0.667060531683636,0,0.679291750908285,0.520071767010292,4.09503344182945,2,0.014961244891855
Fear,33.4881167897057,42.1878382725721,0.770872057555469,0.0289018157374349,0.492516341884069,0.77248624301912,5.17406486081251,3,-0.0468857105445706
Disgust,34.6472974806469,44.1597327452873,0.199154427683635,0,0.732174713534472,0.351604446875814,3.71571436211883,2,-0.132285419290949
Angry,33.5358418125616,46.0203674990178,0.0647452744702132,0.0358726518397752,0.867731685571709,0.486643977063635,4.74538188392578,1,0.0499798864012849
Sad,33.5785239264082,43.2441423546739,0.00458655259945612,0.055384198931197,0.89510737089801,0.328351862122813,1.74938858824963,6,0.11489289842186
Confident,30.1911720748655,46.6939975526324,0.229350007062459,0.88457793475376,0,0.526242741942731,3.6151664631237,6,0.0610841120925951
Excited,32.4035911059381,43.2166550783284,0.358905903630713,0.848229020122754,0,0.658494419631787,5.04790784521087,5,0.131518160986259
Fear,32.4356788350858,44.8069769010546,0.736295016825031,0.0241843404006539,0.403887750798305,0.750773875680327,5.14939063578349,6,-0.00923433117024561
Sad_Angry,34.473281443714,45.2325145342185,0,0,0.965591925719199,0.499705721676969,4.34556542546183,2,-0.0715078804840882
Bored,31.1538747416507,44.8417943014204,0,0.0150279530342133,0.00510521815555803,0.435255971296693,1.24045094145066,6,0.0980817410191608
Disgust_Angry,30.7238149420214,44.735660357652,0,0,0.90723558504764,0.423156441871081,4.35222174509076,5,-0.079529836454864
Nervous,30.4927618342088,43.6825192135861,0.67707495219688,0,0.758422265114417,0.598981945842785,4.13121066785655,2,0.148996812712161
Neutral,31.6479553273889,44.8722717867062,0.00699219362915209,0.0161096346929675,0.0306277046536386,0.578764998905928,2.59305944135572,3,0.0519546666122043
Happy,34.785571169753,44.036297480211,0.250576015150554,0.868705730441255,0.0806672490407041,0.591374354347594,4.74930055458693,2,0.0132696426632768
Happy_Relaxed,33.5044700497042,44.2809231054902,0,0.857405639178386,0,0.514966712653116,2.5078183461583,5,0.0523588207040125
Confident,34.414823275185,45.7356194073714,0.27494706892507,0.845169549872385,0,0.550135321083119,3.55734486482451,4,0.0450599387823174
Confident_Excited,34.4441714493698,42.0007933122649,0,0.866916855807011,0,0.619887223256718,4.42069990610313,6,0.0418498467658664
Frustrated,30.4962517955253,45.1070075358299,0,0,0.708346818565681,0.470388645973653,4.79074869398065,5,-0.039270348015435
Bored,30.616594939699,42.9326179243673,0,0.0458217691713208,0.00659732620403808,0.403230765930904,1.30995617478054,2,-0.00303325683776156
Fear,31.4391432361531,45.2956030510447,0.738759976651645,0.0725315620141946,0.49531443189105,0.796463601221713,5.18574686526452,6,0.140608835307638
Sad_Angry,30.1267492123733,45.4853147841805,0,0,0.870799579499682,0.404732261222985,4.28710994586881,5,0.225622069050267
Embarrassed_Nervous,34.4627445007193,44.8888419398521,0.705992369246593,0,0,0.521860152591212,4.12513685209541,3,-0.00614538971934693
Angry,31.3500473955249,43.4964550735057,0.097466662066123,0.0151691078918114,0.889765817552493,0.495791624592345,4.72262833397446,2,-0.0138234858503024
Confident,30.5798707128795,45.4007416391107,0.20072221496663,0.894613964307661,0,0.597000594869491,3.51860832323157,4,0.0345266014344814
Frustrated,30.8070541547429,44.4667672097019,0,0,0.742571689459366,0.488104023359615,4.78251723715192,3,-0.188360927234504
Fear,31.4864122227883,46.0530395040677,0.729207509162218,0.00303698634537736,0.451299729524858,0.773219850936228,5.27172864306046,6,0.162556183196137
Nervous,32.6394969595757,45.7992286545349,0.510649665119614,0,0.645666976960509,0.527505964950722,4.02591135547093,4,-0.163630548227183
Happy,32.6665065416302,42.7300885125407,0.211035398745003,0.917002688504758,0.122888162020986,0.524334835826952,4.71366389416094,2,-0.00568009538904153
Sad_Angry,34.7714771989449,45.2286486735552,0,0,0.996947853765734,0.404242966613355,4.36741137951205,3,-0.112254464037372
Fear_Surprise,34.6895118608711,46.5249637298601,0.94006672624957,0,0,0.758425991107335,5.31000909278179,3,-0.0872853125596318
Embarrassed_Nervous,33.3660087973059,45.890583854959,0.737477073196266,0,0,0.576261089708968,4.05711425110599,5,-0.0785424945241202
Disgust,32.9951621905136,44.405818940692,0.110656913047287,0,0.820072532724639,0.375504754786944,3.75390936840662,3,-0.093531727799926
Fear,30.2306590366039,43.9028437351066,0.723334280708062,0.0417474433038744,0.417249009042142,0.748885329466333,5.10002915409645,4,0.0989582421195726
Bored,33.3682864748083,42.2292803754652,0,0.0217033554218704,0.0349867886605348,0.42701668309305,1.21705076998942,6,-0.0212469907571972
Nervous,30.4909043532277,45.7664039042144,0.530994084521774,0,0.703145578158332,0.546915622810013,4.1666231799721,4,-0.00418850839455926
Confident_Excited,33.1690634910224,45.552561265929,0,0.899885149716776,0,0.642300387306827,4.57381689735566,1,0.300979776993281
Disgust,33.5149269215854,46.2745955397404,0.115073200938378,0,0.817903490006495,0.384572898249558,3.78515344854912,2,0.059855272982083
Embarrassed,33.3846328019402,42.0345429081107,0.715096663080707,0,0,0.496056558660168,3.92657854230977,2,-0.0940113853936559
Happy_Nervous,33.7683951784599,44.4019278242115,0,0.747810174484204,0.449593522768511,0.507957464209944,4.31036247508053,3,-0.0622312215994353
Happy_Nervous,32.6973964321688,46.6101486653037,0,0.706470952414807,0.370862985787217,0.599612219769852,4.28174110896829,6,-0.0557905237694808
Angry,34.5834626219911,43.5784142871254,0.0278149518279853,0.0305011855595763,0.819069718122921,0.413725410939807,4.93610248628105,6,0.0151648296654638
Relaxed,33.6232850115517,45.7896281421141,0,0.610275353477963,0,0.549355277371302,1.86296720193155,3,-0.0163984734404885
Frustrated,31.632490387634,42.9111277023664,0,0,0.85047786922575,0.454377795047295,4.79390837707174,3,0.119372402085226
Bored,33.7443955549429,44.5850975867968,0,0.0380866523123998,0.0283072065180645,0.457853789657853,1.29981100393465,6,0.158905972740841
Sad,34.8848534727681,45.0414546323452,0.0559295257178654,0.0597106371791872,0.907699823114283,0.322470912288919,1.66923180971746,5,0.0580887557228972
Relaxed,34.4017567377969,46.7845460409737,0,0.643328537164654,0,0.508405476015548,1.86661443829916,3,0.0874158234915617
Frustrated,33.3239867859451,42.0474516516482,0,0,0.724209784020651,0.459524942182497,4.62472700701465,1,0.0373126914173736
Frustrated,34.6655116081641,42.793884411292,0,0,0.744046874682301,0.490319432457977,4.75318222592537,2,0.18042663403766
Excited,32.9249100789441,46.7033376114675,0.370697343048037,0.864184573011797,0,0.6513525099102,4.92427172173297,2,-0.123870710524301
Confident_Excited,32.1551241044809,46.3561508778661,0,0.871149156916265,0,0.671292335327969,4.5793248114913,3,0.124357873349328
Confident,33.4890838054612,43.9810181734436,0.263481736296857,0.840336135220322,0,0.526443001343061,3.58357984810274,6,0.0614465434497397
Happy,34.4209550170695,43.5853590424253,0.223339949585146,0.854245538727431,0.107336705986466,0.508695129351688,4.71830346789526,3,-0.064617331692541
Embarrassed_Nervous,30.4800285773692,43.7597141147942,0.795883597284876,0,0,0.581071649893072,4.13790184994169,1,-0.0255378347899932
Angry,34.1340049788606,45.5235085752535,0.0874370726472324,0.0321041816907605,0.92710474893463,0.402513579618328,4.92822283007126,4,0.0467774514429176
Fear_Surprise,32.8202896462414,46.0727945021795,0.880311601425864,0,0,0.808719718535533,5.29502699134274,5,0.130889741833155
Nervous,30.8946358047863,45.8878213018755,0.588492479289271,0,0.635610650800454,0.525232022675501,4.17686505015039,4,-0.064418433663898
Happy_Nervous,30.8454471983767,45.4533224691168,0,0.778576553458116,0.353067327531737,0.542310933259339,4.36293498701768,3,0.0668275454873466
Neutral,33.3277630273852,43.168351245186,0.0348809133123741,0.0358555628405074,0.0297181751689237,0.588459495605769,2.53048049574065,5,-0.108236123958853
Sad,32.7382872684038,44.9465462658444,0.0534052113545474,0.0655446351330782,0.944255496750306,0.377747253775472,1.62760519350619,2,0.0750104197577831
Confident,31.8504789236831,42.9730357186709,0.256934685799246,0.858394809301818,0,0.55853769102042,3.6864093209234,2,0.0388980739567353
Angry,33.7972584720034,43.3419431774064,0.099674170112358,0.00744311913058026,0.874592032042865,0.414974758553268,4.80663531675089,3,0.0215424229928125
Disgust_Angry,34.0609575226033,45.671664203312,0,0,0.913447112890985,0.414939660084958,4.32570192448822,1,-0.061026257253538
Neutral,33.6280731423576,44.1980116467609,0.00616882355295614,0.0486868569736956,0.0100321820114861,0.521548328312101,2.63486619813931,6,0.163630810211144
Happy_Nervous,33.4007516051123,43.1480843339259,0,0.729971300978364,0.311080903420364,0.551939288718668,4.23100938886847,1,0.129426673632519
Confident,34.5332144649879,46.2036124469183,0.24671561211953,0.839157409652457,0,0.500600050852172,3.65025234519831,4,0.102836947664079
Frustrated,34.3905098842582,43.6526154930652,0,0,0.852787754631553,0.494582772077629,4.7280567814036,2,-0.062494640010404
Relaxed,32.4063410000782,43.7547082269196,0,0.663939767759876,0,0.53695983996423,1.86871510060635,4,-0.0980491762386447
Fear,30.7884040971445,46.8856606329701,0.707271787615987,0.014991888779617,0.424773294477443,0.747897199248999,5.16162175161764,4,0.0510194851583593
Sad,30.316789795826,43.4338460300558,0.0024337629260052,0.0752406185414211,0.830520005235894,0.382545189482989,1.55100698466246,5,0.115585389120497
Disgust,30.3138883186736,45.1996485752289,0.118768218075456,0,0.809016691416192,0.352757088837223,3.54748516907581,1,-0.0689261946508617
Happy_Nervous,33.2694136493184,46.8191112709274,0,0.768478379810281,0.432780103947801,0.528026948225208,4.20656232232647,4,-0.0748371172851856
Disgust_Angry,34.6489340193886,42.3734281991513,0,0,0.845999659373679,0.447030542132384,4.44312731105932,4,0.0248198534730605
Happy_Relaxed,33.1308276999924,46.6163728032976,0,0.854306176691104,0,0.55920789871257,2.58851117622686,2,0.0622393886311014
Confident,34.7411374224631,46.3107208469325,0.225884746611849,0.824999018167736,0,0.546400627139232,3.5107791822443,6,-0.0792259835082428
Surprise,30.1511670483472,43.3099937921777,0.859463996371476,0.395792398446595,0,0.805853771920552,4.8007792853542,5,0.207649037837766
Happy_Relaxed,31.7905308355976,43.6396713530335,0,0.819517045373106,0,0.594941344538833,2.57087388949796,3,0.00839263487092875
Sad_Angry,30.6141823822535,45.3958527363692,0,0,0.86327820043632,0.423196551381643,4.24678599895486,4,-0.0582366946690929
Disgust,31.3732229615033,45.1837004018879,0.12882735953292,0,0.801923800857093,0.300248270813956,3.51966040553189,3,0.0112542754561631
Happy,32.2238306349041,44.9819902496669,0.287655354623685,0.872332478948358,0.127758976449087,0.596050099770544,4.69768270008381,4,-0.000254286388005445
Fear,34.1990015202602,43.1659964910796,0.773175205427865,0.0308009558917044,0.4169508691266,0.717893904483087,5.23588013001333,2,-0.116547779517239
Surprise,32.255185707259,45.0741006767779,0.841970646993166,0.34512537823504,0,0.850789490949506,4.96142006701543,5,0.0312611875671076
Embarrassed,34.4354129641809,46.2886206570001,0.661204255648638,0,0,0.447195010144718,3.95218838443929,5,0.0234925918567703
Fear,32.050143858564,46.4073326249624,0.789583273280066,0.0320519250745853,0.48099041199197,0.747298397114714,5.11636236930595,2,-0.101193914689573
Happy,31.4209514520834,44.4684973257541,0.272925696118077,0.877655178003068,0.147466903543919,0.554497142836796,4.54575211993322,2,0.180557741616949
Bored,33.1711045688818,45.7153507723751,0,0.0142485103774665,0.00264957912814204,0.419452742069849,1.30872407208075,6,-0.0596181710449066
Happy_Nervous,32.3861888581959,42.5698964606745,0,0.738355344752668,0.487020340073882,0.551188785968927,4.24835772067451,3,-0.0734903858606616
Bored,32.7539025969183,44.1637688595357,0,0.0177035120512696,0.0206997586594095,0.452052111246407,1.28527077828765,4,-0.0849937001165101
Sad,34.5031733948613,45.9964678793054,0.000584638540381977,0.09933662457231,0.783731965933391,0.327793333314548,1.75125699322406,1,0.10202138238786
Fear,34.244702271889,43.8118683645662,0.721205028253957,0.0825511466061283,0.420754735567019,0.719029061912538,5.20064748444765,6,-0.209988879485083
Excited,34.1314955598751,46.7269566305242,0.491757988664023,0.916089641523047,0,0.659286942395764,5.07050339997847,4,-0.163484070289677
Confident_Excited,33.8510560740198,46.9962367694808,0,0.912805557706511,0,0.683398415109584,4.4406681991557,4,-0.109127543696162
Relaxed,33.1829019620729,45.461143444324,0,0.645305207063051,0,0.501744020170204,1.94573535773443,3,-0.00989159569080489
Confident_Excited,32.7801423393661,46.8584346470261,0,0.859528744319842,0,0.616982928963108,4.44600419992562,6,-0.068977871565966
Nervous,31.7441008679295,42.441524467527,0.658586625108771,0,0.686922281557218,0.598837016780376,4.09474692885938,6,0.296392262576755
Surprise,34.9529772019642,43.8024649854525,0.872223075384319,0.310282387871084,0,0.857587157192846,4.83737614969963,2,0.130667235253338
Disgust,30.2326571043131,42.7900307098754,0.183745382094228,0,0.880683763993684,0.318669291079056,3.58718124612641,3,0.0253715798619625
Embarrassed_Nervous,33.5856388343964,42.496181007927,0.719056048058154,0,0,0.574889823965621,4.12605430233694,1,-0.0255764377514738
Happy_Nervous,33.7697471922181,42.8876670089117,0,0.772571933554759,0.344175758682615,0.572109232800224,4.31835715296137,2,0.0235052060798413
Surprise,30.1679436674521,46.9986316388677,0.826532196088765,0.397447111811514,0,0.8532750005205,4.84872095169198,5,-0.0297734335473515
Disgust_Angry,32.4197551472322,44.1866297958359,0,0,0.76220434539714,0.458462482392475,4.34566670397079,3,0.00587225147336575
Embarrassed,30.4877227137652,44.9121871636165,0.756426879253966,0,0,0.465067453848491,3.87123693619727,6,0.0430496497443635
Happy,34.9860180693028,46.7042762127843,0.276707027885405,0.91173934234488,0.098919080310965,0.532252283175818,4.62360964917725,4,-0.0844367595656079
Disgust_Angry,33.1319569521139,46.6880405066633,0,0,0.869725890227615,0.431179605687193,4.47184330122853,5,-0.0615794602692908
Embarrassed_Nervous,33.8013926667706,44.7983075410892,0.688431168806176,0,0,0.592394265510885,4.18531455589388,1,-0.0343497993007608
Fear_Surprise,31.8373050516548,46.4709264776996,0.837135708836974,0,0,0.778987732480345,5.3383021097373,3,0.0177616568942803
Sad_Angry,32.5761534548093,43.7355921561261,0,0,0.938741285815021,0.478725475745401,4.30097623457538,3,-0.0635394257413189
Relaxed,31.3937245049723,42.6633842017217,0,0.647095760148682,0,0.533450427528884,1.92269323294631,5,0.055587517765935
Neutral,32.0495075759207,44.9968589955038,0.0470728554776249,0.0139950360761464,0.0264990552808893,0.545256801715227,2.62689741355925,5,-0.23195148104385
Disgust_Angry,30.0367429521259,43.8553788154245,0,0,0.813977166544349,0.472208393857034,4.48356037136864,4,0.0656179491107824
Confident_Excited,31.4427889830739,45.9548022300275,0,0.897424287959137,0,0.617687775289717,4.49834732294421,4,-0.0115992857861051
Disgust_Angry,33.5044548678264,46.3748051222762,0,0,0.940051936805601,0.444626878253549,4.4430534084558,5,0.0529279595174065
Confident_Excited,32.6104024041908,42.0612855786484,0,0.911403318511909,0,0.610140312516042,4.47774123936629,3,0.246934190667228
Excited,30.7401696586598,46.298939492281,0.393627254339556,0.876291357823665,0,0.694561673449925,4.98081004581028,5,0.0840837198296388
Happy,32.4534483978836,44.7787692391803,0.246451869614341,0.867511827599704,0.0873286117234483,0.520106116094958,4.70632070927125,2,0.123272991677479
Frustrated,32.5025392830638,45.3326036207181,0,0,0.818005439597235,0.439340590624891,4.71417301054248,2,-0.0308629908509264
Embarrassed_Nervous,34.6752386196393,44.0628139958177,0.602697591545861,0,0,0.562523555102741,4.13995952821817,5,-0.0395076406154147
Happy,30.1443383576131,42.1480259489339,0.209343608540067,0.89429434621177,0.0961235127802924,0.570956171503839,4.51908469647395,5,0.117465988856869
Confident_Excited,33.5482889431848,43.0828367109164,0,0.906372622807559,0,0.673638657626571,4.46978613360726,2,-0.107418471945842
Confident,34.8946706759774,45.3373516268415,0.212507730665216,0.865821423948574,0,0.518344291802368,3.52614668719987,4,0.0331295130145399
Confident_Excited,30.6884832581555,45.6930721685363,0,0.871809065966212,0,0.677536082037379,4.56648949349596,2,0.156496372999216
Nervous,34.6716440675943,45.6606395227327,0.697935796162508,0,0.639869744631688,0.572131212701732,4.17287382133157,4,-0.212087289955636
Excited,30.236337742082,42.1235759376972,0.34716159274215,0.908981934107241,0,0.654688408410337,5.07234690296526,4,0.0468269448216684
Disgust_Angry,31.0343374689551,45.4823295003484,0,0,0.908135122511601,0.4884778034707,4.43035321698272,1,0.125614985690875
Nervous,33.1326292207074,45.3320147344779,0.581630015704757,0,0.740719158499398,0.508243544222715,4.16067285386479,6,-0.00718379968460676
Embarrassed,31.2291534317225,45.653812482559,0.69506110899399,0,0,0.452772634162989,3.992155198085,2,-0.269773269374743
Fear_Surprise,32.401955771559,44.757484493531,0.809651005918743,0,0,0.848146748185199,5.28649145790521,6,-0.0394482188505545
Confident_Excited,32.3510679190694,45.6735760037458,0,0.89989022512555,0,0.631148052700132,4.5508064110981,5,0.127998728144367
Embarrassed,32.9066313292468,43.043472950178,0.727888018836723,0,0,0.400535916443439,3.9349385694407,6,-0.0234888661249636
Fear_Surprise,30.2434596381101,45.921402579136,0.781365012469466,0,0,0.825700795965403,5.21323917243712,4,0.105159720748804
Embarrassed_Nervous,34.8681817851402,46.3768425221547,0.715798700194149,0,0,0.577841920567607,4.10513066245575,3,-0.0848185070291999
Fear,33.3922548984319,45.5712447701362,0.767338681661234,0.0386751769933825,0.452861194999813,0.790102730003264,5.20794864529067,1,-0.0387568827246431
Fear_Surprise,31.7240449484067,43.4476949711123,0.750959428270761,0,0,0.838394138636765,5.38153560803528,5,-0.194747058086684
Fear,31.9514835898597,44.2229410033303,0.743787556480631,0.0183867310130404,0.403312925759025,0.784869256624376,5.22580600643535,3,0.00706678702255003
Fear,33.6235864895052,45.9127540926706,0.706674478108245,0.0771416609829005,0.496063561616344,0.72455283313637,5.00327826458094,5,-0.0546830519387131
Disgust_Angry,33.5804788900308,43.8786786883974,0,0,0.817705194367969,0.480908238517793,4.42697936640913,1,-0.267211607378864
Disgust_Angry,32.5143990417884,42.6135920089871,0,0,0.943419166447028,0.423453849519808,4.46692805862335,4,-0.0425301804406167
Relaxed,33.5998653526284,43.4774786799096,0,0.647230061891812,0,0.501943300699586,1.92770306251705,3,0.0137482718406778
Frustrated,33.8562061170444,45.3447815616007,0,0,0.86262700556836,0.477751070894714,4.7395694692317,5,0.0891013623782347
Surprise,34.7604080372729,46.8286106589631,0.821308018465195,0.338177915837316,0,0.899978618660032,4.9552431069022,4,-0.0716508308018687
Happy_Nervous,30.6829424626874,44.6339803522109,0,0.780502210668257,0.447873612195897,0.566635913824433,4.27195570032926,3,0.103403193516329
Relaxed,30.0518472206431,44.8772876971437,0,0.66802631739508,0,0.580162980858545,1.92247211424762,4,-0.00698521299257612
Surprise,32.8815194296058,44.251628461939,0.814441892658022,0.304281221901209,0,0.814210693072726,4.83403297232211,5,-0.125039722704986
Happy,30.7932653199012,44.2416201895423,0.230452299507548,0.90657318640631,0.113946368817092,0.560692748648216,4.57553380801934,5,0.0222732325171021
Happy,32.0597174172048,42.1461694649035,0.254335682155972,0.948381590836611,0.148896060633261,0.579376537139479,4.70204662538772,2,-0.0152800526048755
Bored,34.4706865081692,42.076166787957,0,0.0475624844622393,0.0190233822362293,0.411592231815943,1.27510328779317,5,0.207002124986921
Disgust,31.3183981726865,43.3083887636923,0.132148809103488,0,0.751661905441902,0.392323557776891,3.66949274077094,6,-0.0663393215974005
Embarrassed,31.9652132819662,46.7735076823269,0.761097006566689,0,0,0.449023457680339,3.80233784936967,5,0.127626058477026
Confident,31.1029888747542,46.3948289642891,0.231606595605627,0.875841897823428,0,0.593439099473566,3.63641898069646,6,-0.0585493070027451
Sad,30.454583556215,46.2087256904791,0.0275145864493184,0.0606675182021227,0.928507069451667,0.355996420744381,1.51306716408246,2,0.0388424445662671
Embarrassed_Nervous,32.7517494845991,45.4431211094644,0.763830627503106,0,0,0.531254095973037,4.1017750069386,5,0.0160477165614815
Surprise,33.5201018411003,45.5543931554519,0.878813222359064,0.305374955460158,0,0.864212351624602,4.98142413387217,2,0.00809913326647293
Fear,31.6096417948831,46.2370301845597,0.740470052887412,0.00907301225607341,0.42538834512658,0.780309937400547,5.21577246552047,3,0.0445068797370864
Frustrated,33.1344606654878,46.2599611161585,0,0,0.814468448434628,0.417210328286334,4.67119587567064,6,0.17396062418514
Sad_Angry,34.1880483028073,43.6836986805234,0,0,0.98165200153435,0.453116831734867,4.27369379809864,1,-0.0485846235193326
Relaxed,34.4637014024256,46.0051649129209,0,0.679559954302144,0,0.516611167873684,1.90203254647556,2,-0.287447099592381
Neutral,31.9883232669713,44.6360330811897,0.0155143587947362,0.0238164287130055,0.024962016660258,0.548794572536489,2.57820133388316,3,-0.0467511944280389
Embarrassed_Nervous,33.2635779571375,43.8426872246323,0.799783880346428,0,0,0.568314422757687,4.01359899990903,2,-0.0467346159167601
Fear_Surprise,31.3410325959897,46.545258702798,0.91351076516159,0,0,0.832333077562848,5.35382655973909,1,-0.134611549701115
Embarrassed,34.0430096810453,42.4637296970395,0.605272500561997,0,0,0.499741820833617,3.95167680442922,3,-0.0948645388865521
Surprise,33.6256746240027,46.4546028591227,0.855643000887292,0.307011084934597,0,0.844987216593377,4.92252552701299,6,0.06146633699293
Relaxed,30.0242287007235,46.7345780421356,0,0.646352479736592,0,0.552476243395837,1.92487305266482,4,-0.00318316342377939
Confident_Excited,32.1569494687222,45.9907160982302,0,0.921778980093799,0,0.684048706589441,4.49853365561938,6,-0.0425957015218365
Neutral,33.7735009879085,43.1823295985418,0.0360643652106988,0.0325257280818681,0.0377153476902508,0.518312485059951,2.58334351584408,5,0.133518662830602
Happy_Relaxed,33.2795942858151,45.9822071861779,0,0.823942023396992,0,0.597088636681824,2.5391533045077,1,0.0792253019837936
Frustrated,34.0726956778794,44.5828894101079,0,0,0.806045185444781,0.454221619755846,4.72923501217291,2,-0.0560081240090206
Bored,31.0035013767281,46.3045028989008,0,0.0201567105130444,0.0251251730154986,0.469536715268726,1.33887013575812,1,0.0222377474601229
Surprise,32.3117822589317,45.7920114869867,0.813163637993683,0.363672523958798,0,0.869670393849265,4.9564680053286,1,0.170695965043078
Surprise,32.3779075034868,45.804787178362,0.838614608387709,0.348777624400779,0,0.81275337320207,4.83339235306669,2,0.0713553789607158
Angry,31.8449535645361,42.9772232329883,0.0939387247903344,0.0191198343723373,0.990934120154061,0.410266971438579,4.78857111376487,5,-0.0125543372814384
Disgust_Angry,34.2220979763001,45.9676590505306,0,0,0.859605948811251,0.492934078089528,4.49392924770971,5,-0.00915714407018207
Surprise,32.505757068539,44.14091694018,0.835096895647136,0.356486724988304,0,0.87600042501466,4.85439658893255,6,-0.134532559612064
Angry,30.5159555679477,45.6494010592456,0.0132947406422952,0.0174959874417042,0.865119361032229,0.400268296148282,4.92220866910187,3,0.0288645419030874
Nervous,32.2080002240217,45.7198519047883,0.5342110625322,0,0.76265918111794,0.564407150949082,4.05337975445416,4,0.0363273367285733
Nervous,33.4525647306725,45.1395553730416,0.510302476687447,0,0.616794225760661,0.589518217044874,4.1825212628443,1,0.265178556988946
Sad_Angry,30.9576885819449,44.9709330039121,0,0,0.817556908360925,0.495785579199204,4.29402670728615,5,0.109165701726344
Neutral,30.42136795094,44.6324239144718,0.0493838387650684,0.00767182883467168,0.0194342859591566,0.594503015896355,2.6974811718842,4,-0.068593744461568
Embarrassed,31.3684066847368,42.3745412745677,0.61854303276188,0,0,0.484604851219017,3.91942127750097,4,0.0100347169599104
Fear_Surprise,32.2730693257024,42.956594494008,0.779031215494117,0,0,0.750188211279467,5.35680411247278,3,-0.0547757769174387
Frustrated,31.6930557990289,42.5348348410702,0,0,0.855832421050296,0.415620787681992,4.7655336457039,4,-0.0852916277723015
Happy,30.1180209805663,42.6746276810051,0.279442318415365,0.920239434050893,0.0806217466062954,0.508577764958535,4.55168896912626,5,0.0357665469994858
Embarrassed_Nervous,33.8957583876537,45.1113788648251,0.733971447204901,0,0,0.505386801625476,4.15686293584108,6,-0.0434192102462102
Neutral,30.1696574366903,43.9216288433304,0.0298634495449573,0.0261785357897005,0.0369975183747126,0.537522231212178,2.5816006246717,6,0.148415767140094
Fear_Surprise,30.4295704220451,44.4140636567182,0.752708624865367,0,0,0.801569660390753,5.3278224435307,2,-0.190871683255948
Confident,30.7274560273954,44.6667520170172,0.221857926386818,0.888671392997422,0,0.599553408459616,3.66742994331455,2,-0.0940928489207982
Sad,30.2587377892684,45.1108515640465,0.065802449338131,0.0894745918381269,0.80368216313986,0.375702819205083,1.56811101825528,2,0.141273306032571
Surprise,31.5278325021089,42.4974399068399,0.850415946535702,0.325895336592201,0,0.833300949317024,4.99834542783965,3,-0.010208809807954
